SEXE;EDAT;DATA;ESDEVENIMENT;PAUTA;RECOMPTE
Dona;80 o més;23/04/2021;Hospitalització;Parcial;4
Dona;80 o més;23/04/2021;Cas;No iniciada;5
Dona;80 o més;23/04/2021;Hospitalització;No iniciada;2
Dona;80 o més;23/04/2021;Hospitalització;Completa;4
Home;80 o més;23/04/2021;Cas;Parcial;13
Home;80 o més;23/04/2021;Cas;No iniciada;3
Home;80 o més;23/04/2021;Hospitalització;Parcial;8
Home;80 o més;23/04/2021;Crítics;Parcial;1
Home;80 o més;23/04/2021;Defunció;Parcial;4
Home;80 o més;23/04/2021;Hospitalització;Completa;2
Home;80 o més;23/04/2021;Defunció;No iniciada;4
No classificat;No classificat;23/04/2021;Hospitalització;No iniciada;1
No classificat;No classificat;23/04/2021;Cas;No iniciada;25
Dona;0 a 9;22/04/2021;Cas;No iniciada;83
Home;0 a 9;22/04/2021;Cas;No iniciada;106
Dona;10 a 19;22/04/2021;Hospitalització;No iniciada;1
Dona;10 a 19;22/04/2021;Cas;No iniciada;184
Home;10 a 19;22/04/2021;Cas;No iniciada;152
Dona;20 a 29;22/04/2021;Cas;No iniciada;101
Dona;20 a 29;22/04/2021;Cas;Parcial;6
Dona;20 a 29;22/04/2021;Cas;Completa;1
Dona;20 a 29;22/04/2021;Hospitalització;No iniciada;2
Home;20 a 29;22/04/2021;Cas;No iniciada;105
Home;20 a 29;22/04/2021;Hospitalització;No iniciada;1
Home;20 a 29;22/04/2021;Cas;Parcial;2
Dona;30 a 39;22/04/2021;Defunció;No iniciada;1
Dona;30 a 39;22/04/2021;Cas;Completa;2
Dona;30 a 39;22/04/2021;Cas;Parcial;5
Dona;30 a 39;22/04/2021;Hospitalització;No iniciada;1
Dona;30 a 39;22/04/2021;Cas;No iniciada;113
Home;30 a 39;22/04/2021;Crítics;No iniciada;1
Home;30 a 39;22/04/2021;Cas;No iniciada;85
Home;30 a 39;22/04/2021;Cas;Parcial;3
Home;30 a 39;22/04/2021;Hospitalització;No iniciada;2
Dona;40 a 49;22/04/2021;Cas;Completa;4
Dona;40 a 49;22/04/2021;Hospitalització;Parcial;1
Dona;40 a 49;22/04/2021;Hospitalització;No iniciada;7
Dona;40 a 49;22/04/2021;Cas;Parcial;9
Dona;40 a 49;22/04/2021;Cas;No iniciada;133
Home;40 a 49;22/04/2021;Hospitalització;No iniciada;11
Home;40 a 49;22/04/2021;Cas;No iniciada;173
Home;40 a 49;22/04/2021;Cas;Parcial;7
Home;40 a 49;22/04/2021;Crítics;No iniciada;1
Dona;50 a 59;22/04/2021;Hospitalització;No iniciada;12
Dona;50 a 59;22/04/2021;Crítics;No iniciada;2
Dona;50 a 59;22/04/2021;Cas;No iniciada;93
Dona;50 a 59;22/04/2021;Cas;Parcial;8
Dona;50 a 59;22/04/2021;Hospitalització;Parcial;1
Home;50 a 59;22/04/2021;Hospitalització;No iniciada;23
Home;50 a 59;22/04/2021;Cas;No iniciada;118
Home;50 a 59;22/04/2021;Crítics;No iniciada;8
Home;50 a 59;22/04/2021;Cas;Parcial;3
Dona;60 a 69;22/04/2021;Hospitalització;No iniciada;14
Dona;60 a 69;22/04/2021;Hospitalització;Parcial;4
Dona;60 a 69;22/04/2021;Defunció;No iniciada;1
Dona;60 a 69;22/04/2021;Cas;Completa;2
Dona;60 a 69;22/04/2021;Cas;Parcial;16
Dona;60 a 69;22/04/2021;Cas;No iniciada;55
Dona;60 a 69;22/04/2021;Crítics;No iniciada;5
Dona;60 a 69;22/04/2021;Crítics;Parcial;1
Home;60 a 69;22/04/2021;Cas;No iniciada;47
Home;60 a 69;22/04/2021;Hospitalització;Parcial;7
Home;60 a 69;22/04/2021;Cas;Completa;1
Home;60 a 69;22/04/2021;Cas;Parcial;25
Home;60 a 69;22/04/2021;Hospitalització;No iniciada;21
Home;60 a 69;22/04/2021;Crítics;No iniciada;1
Dona;70 a 79;22/04/2021;Cas;No iniciada;53
Dona;70 a 79;22/04/2021;Cas;Parcial;9
Dona;70 a 79;22/04/2021;Hospitalització;Parcial;4
Dona;70 a 79;22/04/2021;Crítics;Parcial;1
Dona;70 a 79;22/04/2021;Crítics;No iniciada;3
Dona;70 a 79;22/04/2021;Defunció;Parcial;1
Dona;70 a 79;22/04/2021;Cas;Completa;1
Dona;70 a 79;22/04/2021;Hospitalització;No iniciada;18
Home;70 a 79;22/04/2021;Hospitalització;Parcial;1
Home;70 a 79;22/04/2021;Defunció;Parcial;1
Home;70 a 79;22/04/2021;Hospitalització;No iniciada;19
Home;70 a 79;22/04/2021;Crítics;No iniciada;7
Home;70 a 79;22/04/2021;Cas;Parcial;5
Home;70 a 79;22/04/2021;Cas;No iniciada;47
Home;70 a 79;22/04/2021;Defunció;No iniciada;3
Dona;80 o més;22/04/2021;Defunció;Parcial;2
Dona;80 o més;22/04/2021;Crítics;No iniciada;1
Dona;80 o més;22/04/2021;Hospitalització;Parcial;5
Dona;80 o més;22/04/2021;Cas;Completa;4
Dona;80 o més;22/04/2021;Defunció;No iniciada;1
Dona;80 o més;22/04/2021;Cas;No iniciada;8
Dona;80 o més;22/04/2021;Hospitalització;No iniciada;5
Dona;80 o més;22/04/2021;Hospitalització;Completa;3
Dona;80 o més;22/04/2021;Cas;Parcial;9
Home;80 o més;22/04/2021;Cas;No iniciada;3
Home;80 o més;22/04/2021;Cas;Completa;2
Home;80 o més;22/04/2021;Hospitalització;No iniciada;3
Home;80 o més;22/04/2021;Defunció;No iniciada;1
Home;80 o més;22/04/2021;Cas;Parcial;10
Home;80 o més;22/04/2021;Hospitalització;Parcial;10
Home;80 o més;22/04/2021;Crítics;No iniciada;1
Home;80 o més;22/04/2021;Defunció;Completa;2
Home;80 o més;22/04/2021;Defunció;Parcial;1
No classificat;No classificat;22/04/2021;Cas;No iniciada;22
No classificat;No classificat;22/04/2021;Hospitalització;No iniciada;1
Dona;0 a 9;21/04/2021;Cas;No iniciada;81
Home;0 a 9;21/04/2021;Cas;No iniciada;86
Dona;10 a 19;21/04/2021;Cas;No iniciada;163
Home;10 a 19;21/04/2021;Cas;No iniciada;190
Home;10 a 19;21/04/2021;Hospitalització;No iniciada;1
Dona;20 a 29;21/04/2021;Hospitalització;No iniciada;1
Dona;20 a 29;21/04/2021;Cas;Completa;1
Dona;20 a 29;21/04/2021;Cas;No iniciada;94
Dona;20 a 29;21/04/2021;Cas;Parcial;5
Home;20 a 29;21/04/2021;Cas;Parcial;3
Home;20 a 29;21/04/2021;Cas;No iniciada;109
Dona;30 a 39;21/04/2021;Hospitalització;No iniciada;5
Dona;30 a 39;21/04/2021;Cas;No iniciada;133
Dona;30 a 39;21/04/2021;Cas;Completa;3
Dona;30 a 39;21/04/2021;Cas;Parcial;7
Home;30 a 39;21/04/2021;Cas;No iniciada;117
Home;30 a 39;21/04/2021;Cas;Parcial;4
Home;30 a 39;21/04/2021;Hospitalització;No iniciada;4
Dona;40 a 49;21/04/2021;Cas;No iniciada;195
Dona;40 a 49;21/04/2021;Hospitalització;No iniciada;4
Dona;40 a 49;21/04/2021;Cas;Completa;8
Dona;40 a 49;21/04/2021;Cas;Parcial;8
Dona;40 a 49;21/04/2021;Crítics;No iniciada;2
Home;40 a 49;21/04/2021;Cas;Completa;1
Home;40 a 49;21/04/2021;Cas;No iniciada;186
Home;40 a 49;21/04/2021;Hospitalització;No iniciada;10
Home;40 a 49;21/04/2021;Cas;Parcial;3
Dona;50 a 59;21/04/2021;Cas;No iniciada;102
Dona;50 a 59;21/04/2021;Cas;Parcial;9
Dona;50 a 59;21/04/2021;Crítics;Parcial;1
Dona;50 a 59;21/04/2021;Cas;Completa;5
Dona;50 a 59;21/04/2021;Hospitalització;No iniciada;8
Home;50 a 59;21/04/2021;Cas;Completa;1
Home;50 a 59;21/04/2021;Crítics;No iniciada;5
Home;50 a 59;21/04/2021;Hospitalització;Parcial;1
Home;50 a 59;21/04/2021;Cas;Parcial;3
Home;50 a 59;21/04/2021;Hospitalització;No iniciada;19
Home;50 a 59;21/04/2021;Cas;No iniciada;124
Dona;60 a 69;21/04/2021;Cas;No iniciada;52
Dona;60 a 69;21/04/2021;Hospitalització;No iniciada;7
Dona;60 a 69;21/04/2021;Cas;Parcial;11
Dona;60 a 69;21/04/2021;Crítics;No iniciada;2
Dona;60 a 69;21/04/2021;Crítics;Parcial;1
Dona;60 a 69;21/04/2021;Hospitalització;Parcial;2
Dona;60 a 69;21/04/2021;Cas;Completa;2
Home;60 a 69;21/04/2021;Hospitalització;Completa;1
Home;60 a 69;21/04/2021;Crítics;No iniciada;6
Home;60 a 69;21/04/2021;Defunció;No iniciada;1
Home;60 a 69;21/04/2021;Cas;Parcial;11
Home;60 a 69;21/04/2021;Cas;No iniciada;50
Home;60 a 69;21/04/2021;Crítics;Parcial;2
Home;60 a 69;21/04/2021;Hospitalització;Parcial;1
Home;60 a 69;21/04/2021;Defunció;Parcial;1
Home;60 a 69;21/04/2021;Hospitalització;No iniciada;16
Dona;70 a 79;21/04/2021;Crítics;No iniciada;2
Dona;70 a 79;21/04/2021;Cas;Parcial;2
Dona;70 a 79;21/04/2021;Cas;No iniciada;49
Dona;70 a 79;21/04/2021;Cas;Completa;1
Dona;70 a 79;21/04/2021;Hospitalització;No iniciada;8
Home;70 a 79;21/04/2021;Hospitalització;Parcial;1
Home;70 a 79;21/04/2021;Hospitalització;No iniciada;14
Home;70 a 79;21/04/2021;Crítics;No iniciada;3
Home;70 a 79;21/04/2021;Defunció;No iniciada;2
Home;70 a 79;21/04/2021;Cas;Parcial;3
Home;70 a 79;21/04/2021;Cas;No iniciada;39
Home;70 a 79;21/04/2021;Defunció;Parcial;1
Dona;80 o més;21/04/2021;Hospitalització;Completa;3
Dona;80 o més;21/04/2021;Defunció;No iniciada;4
Dona;80 o més;21/04/2021;Defunció;Parcial;2
Dona;80 o més;21/04/2021;Cas;No iniciada;15
Dona;80 o més;21/04/2021;Cas;Parcial;12
Dona;80 o més;21/04/2021;Hospitalització;Parcial;5
Dona;80 o més;21/04/2021;Hospitalització;No iniciada;8
Dona;80 o més;21/04/2021;Defunció;Completa;1
Home;80 o més;21/04/2021;Hospitalització;Completa;1
Home;80 o més;21/04/2021;Defunció;Completa;1
Home;80 o més;21/04/2021;Hospitalització;No iniciada;6
Home;80 o més;21/04/2021;Cas;Completa;2
Home;80 o més;21/04/2021;Defunció;Parcial;3
Home;80 o més;21/04/2021;Hospitalització;Parcial;8
Home;80 o més;21/04/2021;Cas;Parcial;21
Home;80 o més;21/04/2021;Crítics;No iniciada;1
Home;80 o més;21/04/2021;Cas;No iniciada;8
No classificat;No classificat;21/04/2021;Hospitalització;No iniciada;2
No classificat;No classificat;21/04/2021;Cas;No iniciada;27
Dona;0 a 9;20/04/2021;Cas;No iniciada;117
Home;0 a 9;20/04/2021;Cas;No iniciada;97
Dona;10 a 19;20/04/2021;Cas;No iniciada;169
Dona;10 a 19;20/04/2021;Hospitalització;No iniciada;3
Home;10 a 19;20/04/2021;Cas;No iniciada;232
Dona;20 a 29;20/04/2021;Hospitalització;No iniciada;3
Dona;20 a 29;20/04/2021;Cas;Parcial;8
Dona;20 a 29;20/04/2021;Cas;Completa;3
Dona;20 a 29;20/04/2021;Cas;No iniciada;111
Home;20 a 29;20/04/2021;Cas;Completa;1
Home;20 a 29;20/04/2021;Cas;No iniciada;123
Home;20 a 29;20/04/2021;Hospitalització;No iniciada;1
Home;20 a 29;20/04/2021;Cas;Parcial;1
Dona;30 a 39;20/04/2021;Cas;Parcial;7
Dona;30 a 39;20/04/2021;Hospitalització;No iniciada;3
Dona;30 a 39;20/04/2021;Crítics;No iniciada;1
Dona;30 a 39;20/04/2021;Cas;No iniciada;139
Dona;30 a 39;20/04/2021;Cas;Completa;1
Home;30 a 39;20/04/2021;Cas;Completa;1
Home;30 a 39;20/04/2021;Crítics;No iniciada;1
Home;30 a 39;20/04/2021;Hospitalització;No iniciada;7
Home;30 a 39;20/04/2021;Cas;No iniciada;133
Home;30 a 39;20/04/2021;Cas;Parcial;2
Dona;40 a 49;20/04/2021;Cas;Completa;3
Dona;40 a 49;20/04/2021;Cas;Parcial;14
Dona;40 a 49;20/04/2021;Hospitalització;No iniciada;9
Dona;40 a 49;20/04/2021;Crítics;No iniciada;1
Dona;40 a 49;20/04/2021;Cas;No iniciada;157
Home;40 a 49;20/04/2021;Hospitalització;No iniciada;12
Home;40 a 49;20/04/2021;Cas;Completa;2
Home;40 a 49;20/04/2021;Cas;Parcial;5
Home;40 a 49;20/04/2021;Crítics;No iniciada;2
Home;40 a 49;20/04/2021;Cas;No iniciada;162
Dona;50 a 59;20/04/2021;Cas;Parcial;8
Dona;50 a 59;20/04/2021;Cas;No iniciada;122
Dona;50 a 59;20/04/2021;Hospitalització;No iniciada;3
Dona;50 a 59;20/04/2021;Cas;Completa;6
Home;50 a 59;20/04/2021;Hospitalització;No iniciada;20
Home;50 a 59;20/04/2021;Cas;No iniciada;156
Home;50 a 59;20/04/2021;Cas;Parcial;6
Home;50 a 59;20/04/2021;Crítics;No iniciada;3
Home;50 a 59;20/04/2021;Cas;Completa;1
Dona;60 a 69;20/04/2021;Cas;Parcial;8
Dona;60 a 69;20/04/2021;Cas;No iniciada;81
Dona;60 a 69;20/04/2021;Hospitalització;Parcial;2
Dona;60 a 69;20/04/2021;Hospitalització;No iniciada;21
Dona;60 a 69;20/04/2021;Hospitalització;Completa;1
Dona;60 a 69;20/04/2021;Crítics;No iniciada;3
Dona;60 a 69;20/04/2021;Defunció;No iniciada;1
Home;60 a 69;20/04/2021;Crítics;No iniciada;2
Home;60 a 69;20/04/2021;Hospitalització;No iniciada;6
Home;60 a 69;20/04/2021;Cas;Completa;1
Home;60 a 69;20/04/2021;Cas;No iniciada;59
Home;60 a 69;20/04/2021;Cas;Parcial;16
Home;60 a 69;20/04/2021;Crítics;Parcial;1
Home;60 a 69;20/04/2021;Hospitalització;Parcial;4
Home;60 a 69;20/04/2021;Defunció;No iniciada;2
Dona;70 a 79;20/04/2021;Cas;Parcial;2
Dona;70 a 79;20/04/2021;Crítics;No iniciada;2
Dona;70 a 79;20/04/2021;Hospitalització;No iniciada;18
Dona;70 a 79;20/04/2021;Defunció;No iniciada;1
Dona;70 a 79;20/04/2021;Cas;No iniciada;56
Home;70 a 79;20/04/2021;Crítics;Parcial;2
Home;70 a 79;20/04/2021;Cas;Parcial;2
Home;70 a 79;20/04/2021;Hospitalització;No iniciada;15
Home;70 a 79;20/04/2021;Crítics;No iniciada;8
Home;70 a 79;20/04/2021;Cas;No iniciada;53
Home;70 a 79;20/04/2021;Defunció;No iniciada;3
Dona;80 o més;20/04/2021;Cas;Completa;3
Dona;80 o més;20/04/2021;Hospitalització;Completa;2
Dona;80 o més;20/04/2021;Cas;No iniciada;13
Dona;80 o més;20/04/2021;Hospitalització;No iniciada;6
Dona;80 o més;20/04/2021;Defunció;Parcial;3
Dona;80 o més;20/04/2021;Defunció;No iniciada;2
Dona;80 o més;20/04/2021;Hospitalització;Parcial;3
Dona;80 o més;20/04/2021;Cas;Parcial;18
Dona;80 o més;20/04/2021;Defunció;Completa;1
Home;80 o més;20/04/2021;Cas;Parcial;9
Home;80 o més;20/04/2021;Hospitalització;Completa;1
Home;80 o més;20/04/2021;Crítics;Completa;1
Home;80 o més;20/04/2021;Hospitalització;Parcial;8
Home;80 o més;20/04/2021;Defunció;Parcial;1
Home;80 o més;20/04/2021;Cas;No iniciada;15
Home;80 o més;20/04/2021;Hospitalització;No iniciada;4
Home;80 o més;20/04/2021;Cas;Completa;6
Home;80 o més;20/04/2021;Defunció;No iniciada;3
No classificat;No classificat;20/04/2021;Hospitalització;No iniciada;1
No classificat;No classificat;20/04/2021;Cas;No iniciada;27
Dona;0 a 9;19/04/2021;Cas;No iniciada;91
Home;0 a 9;19/04/2021;Hospitalització;No iniciada;2
Home;0 a 9;19/04/2021;Cas;No iniciada;103
Dona;10 a 19;19/04/2021;Cas;Completa;1
Dona;10 a 19;19/04/2021;Cas;No iniciada;151
Home;10 a 19;19/04/2021;Cas;No iniciada;176
Dona;20 a 29;19/04/2021;Cas;Parcial;5
Dona;20 a 29;19/04/2021;Cas;No iniciada;111
Dona;20 a 29;19/04/2021;Cas;Completa;1
Home;20 a 29;19/04/2021;Hospitalització;No iniciada;1
Home;20 a 29;19/04/2021;Cas;Parcial;1
Home;20 a 29;19/04/2021;Cas;No iniciada;123
Home;20 a 29;19/04/2021;Cas;Completa;2
Dona;30 a 39;19/04/2021;Cas;No iniciada;166
Dona;30 a 39;19/04/2021;Hospitalització;No iniciada;1
Dona;30 a 39;19/04/2021;Cas;Completa;3
Dona;30 a 39;19/04/2021;Cas;Parcial;6
Home;30 a 39;19/04/2021;Cas;Parcial;1
Home;30 a 39;19/04/2021;Hospitalització;No iniciada;7
Home;30 a 39;19/04/2021;Crítics;No iniciada;2
Home;30 a 39;19/04/2021;Cas;No iniciada;126
Dona;40 a 49;19/04/2021;Cas;Parcial;9
Dona;40 a 49;19/04/2021;Cas;No iniciada;191
Dona;40 a 49;19/04/2021;Defunció;No iniciada;1
Dona;40 a 49;19/04/2021;Hospitalització;No iniciada;10
Dona;40 a 49;19/04/2021;Cas;Completa;3
Home;40 a 49;19/04/2021;Cas;No iniciada;187
Home;40 a 49;19/04/2021;Crítics;Parcial;1
Home;40 a 49;19/04/2021;Crítics;No iniciada;1
Home;40 a 49;19/04/2021;Hospitalització;No iniciada;14
Home;40 a 49;19/04/2021;Cas;Parcial;7
Home;40 a 49;19/04/2021;Cas;Completa;1
Dona;50 a 59;19/04/2021;Cas;Completa;3
Dona;50 a 59;19/04/2021;Cas;Parcial;4
Dona;50 a 59;19/04/2021;Cas;No iniciada;148
Dona;50 a 59;19/04/2021;Hospitalització;No iniciada;5
Home;50 a 59;19/04/2021;Crítics;Parcial;1
Home;50 a 59;19/04/2021;Crítics;No iniciada;5
Home;50 a 59;19/04/2021;Cas;Parcial;6
Home;50 a 59;19/04/2021;Hospitalització;No iniciada;18
Home;50 a 59;19/04/2021;Cas;No iniciada;174
Home;50 a 59;19/04/2021;Hospitalització;Parcial;1
Home;50 a 59;19/04/2021;Cas;Completa;1
Home;50 a 59;19/04/2021;Hospitalització;Completa;1
Dona;60 a 69;19/04/2021;Crítics;Parcial;1
Dona;60 a 69;19/04/2021;Crítics;No iniciada;5
Dona;60 a 69;19/04/2021;Defunció;No iniciada;1
Dona;60 a 69;19/04/2021;Hospitalització;No iniciada;13
Dona;60 a 69;19/04/2021;Hospitalització;Parcial;2
Dona;60 a 69;19/04/2021;Cas;Parcial;9
Dona;60 a 69;19/04/2021;Cas;Completa;2
Dona;60 a 69;19/04/2021;Cas;No iniciada;52
Home;60 a 69;19/04/2021;Crítics;No iniciada;2
Home;60 a 69;19/04/2021;Cas;Parcial;17
Home;60 a 69;19/04/2021;Crítics;Parcial;1
Home;60 a 69;19/04/2021;Cas;No iniciada;61
Home;60 a 69;19/04/2021;Defunció;No iniciada;1
Home;60 a 69;19/04/2021;Hospitalització;Parcial;2
Home;60 a 69;19/04/2021;Hospitalització;No iniciada;12
Dona;70 a 79;19/04/2021;Crítics;No iniciada;3
Dona;70 a 79;19/04/2021;Cas;Completa;1
Dona;70 a 79;19/04/2021;Hospitalització;Parcial;1
Dona;70 a 79;19/04/2021;Cas;No iniciada;47
Dona;70 a 79;19/04/2021;Hospitalització;No iniciada;12
Dona;70 a 79;19/04/2021;Defunció;No iniciada;2
Home;70 a 79;19/04/2021;Hospitalització;Completa;1
Home;70 a 79;19/04/2021;Cas;Completa;2
Home;70 a 79;19/04/2021;Cas;No iniciada;40
Home;70 a 79;19/04/2021;Hospitalització;Parcial;1
Home;70 a 79;19/04/2021;Crítics;No iniciada;5
Home;70 a 79;19/04/2021;Defunció;No iniciada;5
Home;70 a 79;19/04/2021;Hospitalització;No iniciada;25
Dona;80 o més;19/04/2021;Crítics;Parcial;1
Dona;80 o més;19/04/2021;Hospitalització;Parcial;4
Dona;80 o més;19/04/2021;Hospitalització;Completa;3
Dona;80 o més;19/04/2021;Defunció;Completa;1
Dona;80 o més;19/04/2021;Defunció;Parcial;2
Dona;80 o més;19/04/2021;Defunció;No iniciada;2
Dona;80 o més;19/04/2021;Cas;No iniciada;13
Dona;80 o més;19/04/2021;Cas;Completa;4
Dona;80 o més;19/04/2021;Hospitalització;No iniciada;5
Dona;80 o més;19/04/2021;Cas;Parcial;18
Home;80 o més;19/04/2021;Hospitalització;Parcial;5
Home;80 o més;19/04/2021;Defunció;No iniciada;3
Home;80 o més;19/04/2021;Cas;Parcial;10
Home;80 o més;19/04/2021;Hospitalització;No iniciada;8
Home;80 o més;19/04/2021;Defunció;Parcial;1
Home;80 o més;19/04/2021;Cas;No iniciada;13
Home;80 o més;19/04/2021;Hospitalització;Completa;2
Home;80 o més;19/04/2021;Cas;Completa;4
No classificat;No classificat;19/04/2021;Hospitalització;No iniciada;2
No classificat;No classificat;19/04/2021;Cas;No iniciada;21
Dona;0 a 9;18/04/2021;Cas;No iniciada;20
Home;0 a 9;18/04/2021;Cas;No iniciada;18
Dona;10 a 19;18/04/2021;Hospitalització;No iniciada;1
Dona;10 a 19;18/04/2021;Cas;No iniciada;41
Home;10 a 19;18/04/2021;Cas;No iniciada;67
Dona;20 a 29;18/04/2021;Cas;Parcial;1
Dona;20 a 29;18/04/2021;Cas;No iniciada;35
Dona;20 a 29;18/04/2021;Hospitalització;No iniciada;1
Home;20 a 29;18/04/2021;Cas;Parcial;2
Home;20 a 29;18/04/2021;Cas;No iniciada;36
Dona;30 a 39;18/04/2021;Cas;No iniciada;52
Dona;30 a 39;18/04/2021;Cas;Parcial;2
Home;30 a 39;18/04/2021;Cas;No iniciada;35
Home;30 a 39;18/04/2021;Cas;Parcial;2
Dona;40 a 49;18/04/2021;Cas;Completa;1
Dona;40 a 49;18/04/2021;Cas;Parcial;6
Dona;40 a 49;18/04/2021;Hospitalització;No iniciada;1
Dona;40 a 49;18/04/2021;Cas;No iniciada;54
Home;40 a 49;18/04/2021;Hospitalització;No iniciada;5
Home;40 a 49;18/04/2021;Cas;Parcial;2
Home;40 a 49;18/04/2021;Cas;No iniciada;84
Home;40 a 49;18/04/2021;Hospitalització;Completa;1
Dona;50 a 59;18/04/2021;Cas;Parcial;2
Dona;50 a 59;18/04/2021;Hospitalització;No iniciada;13
Dona;50 a 59;18/04/2021;Cas;No iniciada;55
Home;50 a 59;18/04/2021;Cas;Parcial;3
Home;50 a 59;18/04/2021;Crítics;No iniciada;2
Home;50 a 59;18/04/2021;Hospitalització;No iniciada;9
Home;50 a 59;18/04/2021;Cas;No iniciada;64
Dona;60 a 69;18/04/2021;Cas;Parcial;1
Dona;60 a 69;18/04/2021;Crítics;No iniciada;2
Dona;60 a 69;18/04/2021;Defunció;No iniciada;2
Dona;60 a 69;18/04/2021;Crítics;Parcial;2
Dona;60 a 69;18/04/2021;Hospitalització;Parcial;2
Dona;60 a 69;18/04/2021;Hospitalització;No iniciada;3
Dona;60 a 69;18/04/2021;Cas;No iniciada;22
Home;60 a 69;18/04/2021;Crítics;No iniciada;2
Home;60 a 69;18/04/2021;Hospitalització;No iniciada;6
Home;60 a 69;18/04/2021;Defunció;No iniciada;2
Home;60 a 69;18/04/2021;Cas;Parcial;4
Home;60 a 69;18/04/2021;Cas;No iniciada;23
Home;60 a 69;18/04/2021;Hospitalització;Parcial;2
Dona;70 a 79;18/04/2021;Cas;No iniciada;22
Dona;70 a 79;18/04/2021;Crítics;No iniciada;4
Dona;70 a 79;18/04/2021;Hospitalització;No iniciada;8
Dona;70 a 79;18/04/2021;Defunció;No iniciada;1
Home;70 a 79;18/04/2021;Cas;No iniciada;20
Home;70 a 79;18/04/2021;Cas;Parcial;1
Home;70 a 79;18/04/2021;Hospitalització;No iniciada;9
Home;70 a 79;18/04/2021;Crítics;No iniciada;1
Home;70 a 79;18/04/2021;Defunció;No iniciada;2
Home;70 a 79;18/04/2021;Defunció;Parcial;1
Dona;80 o més;18/04/2021;Defunció;No iniciada;1
Dona;80 o més;18/04/2021;Cas;No iniciada;6
Dona;80 o més;18/04/2021;Hospitalització;Parcial;1
Dona;80 o més;18/04/2021;Crítics;Parcial;1
Dona;80 o més;18/04/2021;Cas;Completa;2
Dona;80 o més;18/04/2021;Hospitalització;Completa;1
Dona;80 o més;18/04/2021;Crítics;No iniciada;2
Dona;80 o més;18/04/2021;Hospitalització;No iniciada;7
Dona;80 o més;18/04/2021;Cas;Parcial;4
Home;80 o més;18/04/2021;Defunció;Parcial;1
Home;80 o més;18/04/2021;Cas;No iniciada;2
Home;80 o més;18/04/2021;Defunció;No iniciada;2
Home;80 o més;18/04/2021;Cas;Completa;2
Home;80 o més;18/04/2021;Hospitalització;No iniciada;4
Home;80 o més;18/04/2021;Cas;Parcial;6
Home;80 o més;18/04/2021;Crítics;No iniciada;1
Home;80 o més;18/04/2021;Hospitalització;Parcial;1
No classificat;No classificat;18/04/2021;Cas;No iniciada;9
No classificat;No classificat;18/04/2021;Hospitalització;No iniciada;1
Dona;0 a 9;17/04/2021;Cas;No iniciada;32
Home;0 a 9;17/04/2021;Cas;No iniciada;34
Dona;10 a 19;17/04/2021;Cas;No iniciada;57
Home;10 a 19;17/04/2021;Cas;Parcial;1
Home;10 a 19;17/04/2021;Cas;No iniciada;61
Dona;20 a 29;17/04/2021;Cas;Parcial;1
Dona;20 a 29;17/04/2021;Cas;Completa;1
Dona;20 a 29;17/04/2021;Cas;No iniciada;40
Dona;20 a 29;17/04/2021;Hospitalització;No iniciada;3
Home;20 a 29;17/04/2021;Cas;Parcial;1
Home;20 a 29;17/04/2021;Cas;No iniciada;45
Home;20 a 29;17/04/2021;Hospitalització;No iniciada;1
Dona;30 a 39;17/04/2021;Hospitalització;No iniciada;2
Dona;30 a 39;17/04/2021;Cas;No iniciada;48
Dona;30 a 39;17/04/2021;Cas;Parcial;4
Home;30 a 39;17/04/2021;Hospitalització;No iniciada;2
Home;30 a 39;17/04/2021;Cas;No iniciada;53
Home;30 a 39;17/04/2021;Cas;Completa;1
Dona;40 a 49;17/04/2021;Hospitalització;No iniciada;5
Dona;40 a 49;17/04/2021;Cas;No iniciada;96
Dona;40 a 49;17/04/2021;Cas;Completa;1
Dona;40 a 49;17/04/2021;Cas;Parcial;4
Dona;40 a 49;17/04/2021;Crítics;No iniciada;2
Home;40 a 49;17/04/2021;Cas;No iniciada;71
Home;40 a 49;17/04/2021;Hospitalització;No iniciada;4
Home;40 a 49;17/04/2021;Cas;Parcial;8
Home;40 a 49;17/04/2021;Hospitalització;Parcial;1
Dona;50 a 59;17/04/2021;Cas;No iniciada;54
Dona;50 a 59;17/04/2021;Hospitalització;No iniciada;8
Dona;50 a 59;17/04/2021;Cas;Parcial;6
Home;50 a 59;17/04/2021;Crítics;No iniciada;5
Home;50 a 59;17/04/2021;Cas;No iniciada;59
Home;50 a 59;17/04/2021;Cas;Completa;1
Home;50 a 59;17/04/2021;Hospitalització;No iniciada;16
Home;50 a 59;17/04/2021;Cas;Parcial;1
Dona;60 a 69;17/04/2021;Hospitalització;No iniciada;12
Dona;60 a 69;17/04/2021;Crítics;No iniciada;3
Dona;60 a 69;17/04/2021;Defunció;No iniciada;1
Dona;60 a 69;17/04/2021;Hospitalització;Parcial;2
Dona;60 a 69;17/04/2021;Cas;Parcial;3
Dona;60 a 69;17/04/2021;Cas;No iniciada;42
Home;60 a 69;17/04/2021;Cas;Parcial;12
Home;60 a 69;17/04/2021;Hospitalització;Parcial;2
Home;60 a 69;17/04/2021;Defunció;No iniciada;1
Home;60 a 69;17/04/2021;Defunció;Completa;1
Home;60 a 69;17/04/2021;Crítics;No iniciada;4
Home;60 a 69;17/04/2021;Hospitalització;No iniciada;9
